title,author,lyric,lyric_en,href
Wolves (feat. Marshmello),Selena Gomez,"In your eyes, there's a heavy blue One to love and one to lose Sweet divide, a heavy truth Water or wine, don't make me choose I wanna feel the way that we did that summer night, night (aah) Drunk on a feeling, alone with the stars in the sky I've been running through the jungle I've been running with the wolves To get to you, to get to you I've been down the darkest alleys Saw the dark side of the moon To get to you, to get to you I've looked for love in every stranger Took too much to ease the anger All for you, yeah, all for you I've been running through the jungle I've been crying with the wolves To get to you, to get to you Ooh, to get to you Ah ah ah, ah ah ah Ah ah aah, to get to you Ah ah ah, ah ah ah Ah ah aah, to get to you Your fingertips trace my skin To places I have never been Blindly I am following Break down these walls and come on in I wanna feel the way that we did that summer night, night (aah) Drunk on a feeling, alone with the stars in the sky I've been running through the jungle I've been running with the wolves To get to you, to get to you I've been down the darkest alleys Saw the dark side of the moon To get to you, to get to you I've looked for love in every stranger Took too much to ease the anger All for you, yeah, all for you I've been running through the jungle I've been crying with the wolves To get to you, to get to you Ooh, to get to you Ah ah ah, ah ah ah Ah ah aah, to get to you Ah ah ah, ah ah ah Ah ah aah, get to you I've been running through the jungle I've been running with the wolves To get to you, to get to you I've been down the darkest alleys Saw the dark side of the moon To get to you, to get to you I've looked for love in every stranger Took too much to ease the anger All for you, yeah, all for you I've been running through the jungle I've been crying with the wolves To get to you, to get to you Ooh, to get to you","In your eyes, there's a heavy blue One to love and one to lose Sweet divide, a heavy truth Water or wine, don't make me choose I wanna feel the way that we did that summer night, night (aah) Drunk on a feeling, alone with the stars in the sky I've been running through the jungle I've been running with the wolves To get to you, to get to you I've been down the darkest alleys Saw the dark side of the moon To get to you, to get to you I've looked for love in every stranger Took too much to ease the anger All for you, yeah, all for you I've been running through the jungle I've been crying with the wolves To get to you, to get to you Ooh, to get to you Ah ah ah, ah ah ah Ah ah aah, to get to you Ah ah ah, ah ah ah Ah ah aah, to get to you Your fingertips trace my skin To places I have never been Blindly I am following Break down these walls and come on in I wanna feel the way that we did that summer night, night (aah) Drunk on a feeling, alone with the stars in the sky I've been running through the jungle I've been running with the wolves To get to you, to get to you I've been down the darkest alleys Saw the dark side of the moon To get to you, to get to you I've looked for love in every stranger Took too much to ease the anger All for you, yeah, all for you I've been running through the jungle I've been crying with the wolves To get to you, to get to you Ooh, to get to you Ah ah ah, ah ah ah Ah ah aah, to get to you Ah ah ah, ah ah ah Ah ah aah, get to you I've been running through the jungle I've been running with the wolves To get to you, to get to you I've been down the darkest alleys Saw the dark side of the moon To get to you, to get to you I've looked for love in every stranger Took too much to ease the anger All for you, yeah, all for you I've been running through the jungle I've been crying with the wolves To get to you, to get to you Ooh, to get to you",https://www.letras.mus.br/selena-gomez/wolves/
Sweet Nothing,Taylor Swift,"I spy with my little tired eye Tiny as a firefly, a pebble that we picked up last July Down deep inside your pocket We almost forgot it Does it ever miss Wicklow sometimes? Ooh, ooh They said the end is comin' Everyone's up to something I found myself running home to your sweet nothings Outside they're push and shoving You're in the kitchen humming All that you ever wanted from me was sweet nothing On the way home I wrote a poem You say: What a mind This happens all the time Ooh, ooh, ooh, ooh 'Cause they said the end is comin' Everyone's up to something I found myself running home to your sweet nothings Outside they're push and shoving You're in the kitchen humming All that you ever wanted from me was nothing Industry disruptors and soul deconstructors And smooth-talking hucksters out-glad-handing each other And the voices that implore, you should be doing more To you I can admit that I'm just too soft for all of it Ooh, ooh, ooh, ooh They said the end is comin' Everyone's up to something I found myself running home to your sweet nothings Outside they're push and shoving You're in the kitchen humming All that you ever wanted from me was sweet nothing They said the end is comin' (they said the end is comin') Everyone's up to something (everyone's up to something) I found myself running home to your sweet nothings Outside they're push and shoving (outside they're push and shoving) You're in the kitchen humming (you're in the kitchen humming) All that you ever wanted from me was sweet nothing","I spy with my little tired eye Tiny as a firefly, a pebble that we picked up last July Down deep inside your pocket We almost forgot it Does it ever miss Wicklow sometimes? Ooh, ooh They said the end is comin' Everyone's up to something I found myself running home to your sweet nothings Outside they're pushing and shoving You're in the kitchen humming All that you ever wanted from me was sweet nothing On the way home I wrote a poem You say: What a mind This happens all the time Ooh, ooh, ooh, ooh 'Cause they said the end is comin' Everyone's up to something I found myself running home to your sweet nothings Outside they're pushing and shoving You're in the kitchen humming All that you ever wanted from me was nothing Industry disruptors and soul deconstructors And smooth-talking hucksters out-glad-handing each other And the voices that implore, you should be doing more To you I can admit that I'm just too soft for all of it Ooh, ooh, ooh, ooh They said the end is comin' Everyone's up to something I found myself running home to your sweet nothings Outside they're pushing and shoving You're in the kitchen humming All that you ever wanted from me was sweet nothing They said the end is comin' (they said the end is comin') Everyone's up to something (everyone's up to something) I found myself running home to your sweet nothings Outside them 're pushing and shoving (outside they're pushing and shoving) You're in the kitchen humming (you're in the kitchen humming) All that you ever wanted from me was sweet nothing",https://www.letras.mus.br/taylor-swift/sweet-nothing/
Side To Side (feat. Nicki Minaj),Ariana Grande,"I've been here all night (Ariana) I've been here all day (Nicki Minaj) And, boy, got me walkin' side to side (Let them hoes know) I'm talkin' to ya See you standin' over there with your body Feelin' like I wanna rock with your body And we don't gotta think 'bout nothin' ('bout nothin') I'm comin' at ya 'Cause I know you got a bad reputation Doesn't matter, 'cause you give me temptation And we don't gotta think 'bout nothin' ('bout nothin') These friends keep talkin' way too much Say I should give you up Can't hear them, no, 'cause I I've been here all night I've been here all day And, boy, got me walkin' side to side I've been here all night I've been here all day And, boy, got me walkin' side to side (side to side) Been tryna hide it Baby, what's it gonna hurt if they don't know? Makin' everybody think that we solo Just as long as you know you got me (you got me) And, boy, I got ya 'Cause tonight I'm makin' deals with the devil And I know it's gonna get me in trouble Just as long as you know you got me These friends keep talkin' way too much Say I should give you up Can't hear them, no, 'cause I I've been here all night I've been here all day And, boy, got me walkin' side to side (side to side) I've been here all night (been here all night, baby) I've been here all day (been here all day, baby) And, boy, got me walkin' side to side (side to side) This the new style with the fresh type of flow Wrist icicle, ride dick bicycle Come through, yo, get you this type of blow If you want a ménage, I got a tricycle All these bitches' flows is my mini-me Body smokin', so they call me Young Nicki Chimney Rappers in they feelings 'cause they feelin' me (murder) Uh, I give zero fucks and I got zero chill in me Kissin' me, copped the blue box that say Tiffany Curry with the shot, just tell 'em to call me Stephanie Gun pop, then I make my gum pop I'm the queen of rap, young Ariana run pop, uh These friends keep talkin' way too much Say I should give him up Can't hear them, no, 'cause I I've been here all night (been here all night, baby) I've been here all day (been here all night, baby) And, boy (boy), got me walkin' side to side (side to side) I've been here all night (been here all night, bae) I've been here all day (been here all day, baby) (oh, baby) And, boy (no), got me walkin' side to side (side to side) This the new style with the fresh type of flow (nah, nah, baby) Wrist icicle, ride dick bicycle Come through, yo, get you this type of blow If you want a ménage, I got a tricycle (hey)","I've been here all night (Ariana) I've been here all day (Nicki Minaj) And, boy, got me walkin' side to side (Let them hoes know) I'm talkin' to ya See you standin' over there with your body Feelin' like I wanna rock with your body And we don't gotta think 'bout nothin' ('bout nothin') I'm comin' at ya 'Cause I know you got a bad reputation Doesn't matter , 'cause you give me temptation And we don't gotta think 'bout nothin' ('bout nothin') These friends keep talkin' way too much Say I should give you up Can't hear them, no, 'cause I I 've been here all night I've been here all day And, boy, got me walkin' side to side I've been here all night I've been here all day And, boy, got me walkin' side to side ( side to side) Been tryna hide it Baby, what's it gonna hurt if they don't know? Makin' everybody think that we solo Just as long as you know you got me (you got me) And, boy, I got ya 'Cause tonight I'm makin' deals with the devil And I know it's gonna get me in trouble Just as long as you know you got me These friends keep talkin' way too much Say I should give you up Can't hear them, no, 'cause I I've been here all night I've been here all day And, boy , got me walkin' side to side (side to side) I've been here all night (been here all night, baby) I've been here all day (been here all day, baby) And, boy, got me walkin' ' side to side (side to side) This the new style with the fresh type of flow Wrist icicle, ride dick bicycle Come through, yo, get you this type of blow If you want a threesome, I got a tricycle All these bitches' flows is my mini-me Body smokin', so they call me Young Nicki Chimney Rappers in their feelings 'cause they feelin' me (murder) Uh, I give zero fucks and I got zero chill in me Kissin' me, copped the blue box that says Tiffany Curry with the shot, just tell 'em to call me Stephanie Gun pop, then I make my gum pop I'm the queen of rap, young Ariana run pop, uh These friends keep talkin' way too much Say I should give him up Can't hear them, no, 'cause I I've been here all night (been here all night, baby) I've been here all day (been here all night, baby) And, boy (boy ), got me walkin' side to side (side to side) I've been here all night (been here all night, bae) I've been here all day (been here all day, baby) (oh, baby) And , boy (no), got me walkin' side to side (side to side) This the new style with the fresh type of flow (nah, nah, baby) Wrist icicle, ride dick bicycle Come through, yo, get you this type of blow If you want a threesome, I got a tricycle (hey)",https://www.letras.mus.br/ariana-grande/side-to-side/
Take Me Home,Jess Glynne,"Wrapped up, so consumed by All this hurt If you ask me, don't Know where to start Anger, love, confusion Roads that go nowhere I know that somewhere better Cause you always take me there Came to you with a broken faith Gave me more than a hand to hold Caught before I hit the ground Tell me I'm safe, you've got me now Would you take the wheel If I lose control? If I'm lying here Will you take me home? Could you take care Of a broken soul? Will you hold me now? Oh, will you take me home? Oh, will you take me home? Oh, will you take me home? Oh, will you take me home? Oh, will you take me home? Hold the gun to my head Count 1, 2, 3 If it helps me walk away then it's What I need Every minute gets easier The more you talk to me You rationalize my darkest thoughts Yeah you, set them free Came to you with a broken faith Gave me more than a hand to hold Caught before I hit the ground Tell me I'm safe, you've got me now Would you take the wheel If I lose control? If I'm lying here Will you take me home? Could you take care Of a broken soul? Oh, will you hold me now? Oh, will you take me home? Oh, will you take me home? Oh, will you take me home? Oh, will you take me home? You say space will make it better And time will make it heal I won't be lost forever And soon I wouldn't feel Like I'm haunted, oh falling You say space will make it better And time will make it heal I won't be lost forever And soon I wouldn't feel Like I'm haunted, oh falling You say space will make it better And time will make it heal I won't be lost forever And soon I wouldn't feel Like I'm haunted, oh falling Would you take the wheel If I lose control? If I'm lying here Will you take me home? Could you take care Of a broken soul? Oh, will you hold me now? Oh, will you take me home? Oh, will you take me home? Oh, will you take me home? Oh, will you take me home? Oh, will you take me home? Home Oh, will you take me home? Oh, will you take me home?","Wrapped up, so consumed by All this hurt If you ask me, don't Know where to start Anger, love, confusion Roads that go nowhere I know that somewhere better Cause you always take me there Came to you with a broken faith Gave me more than a hand to hold Caught before I hit the ground Tell me I'm safe, you've got me now Would you take the wheel If I lose control? If I'm lying here Will you take me home? Could you take care Of a broken soul? Will you hold me now? Oh, will you take me home? Oh, will you take me home? Oh, will you take me home? Oh, will you take me home? Oh, will you take me home? Hold the gun to my head Count 1, 2, 3 If it helps me walk away then it's What I need Every minute gets easier The more you talk to me You rationalize my darkest thoughts Yeah you, set them free Came to you with a broken faith Gave me more than a hand to hold Caught before I hit the ground Tell me I'm safe, you've got me now Would you take the wheel If I lose control? If I'm lying here Will you take me home? Could you take care Of a broken soul? Oh, will you hold me now? Oh, will you take me home? Oh, will you take me home? Oh, will you take me home? Oh, will you take me home? You say space will make it better And time will make it heal I won't be lost forever And soon I wouldn't feel Like I'm haunted, oh falling You say space will make it better And time will make it heal I won 't be lost forever And soon I wouldn't feel Like I'm haunted, oh falling You say space will make it better And time will make it heal I won't be lost forever And soon I wouldn't feel Like I' m haunted, oh falling Would you take the wheel If I lose control? If I'm lying here Will you take me home? Could you take care Of a broken soul? Oh, will you hold me now? Oh, will you take me home? Oh, will you take me home? Oh, will you take me home? Oh, will you take me home? Oh, will you take me home? Home Oh, will you take me home? Oh, will you take me home?",https://www.letras.mus.br/jess-glynne/take-me-home/
Promise,Laufey,"I made a promise To distance myself Took a flight, through aurora skies Honestly, I didn't think about How we didn't say goodbye Just see you very soon It hurts to be something It's worse to be nothing with you Mm, mm-mm, mm So I didn't call you For sixteen long days And I should get a cigarette For so much restraint No matter how long I resist temptation I will always lose It hurts to be something It's worse to be nothing with you I've done the math There's no solution We'll never last Why can't I let go of this? So I broke my promise I called you last night I shouldn't have, I wouldn't have If it weren't for the sight of a boy Who lookеd just like you Standing out on Melrose avеnue It hurts to be something It's worse to be nothing with you Mm, mm-mm, mm It hurts to be something It's worse to be nothing with you","I made a promise To distance myself Took a flight, through aurora skies Honestly, I didn't think about How we didn't say goodbye Just see you very soon It hurts to be something It's worse to be nothing with you Mm, mm- mm, mm So I didn't call you For sixteen long days And I should get a cigarette For so much restraint No matter how long I resist temptation I will always lose It hurts to be something It's worse to be nothing with you I've done the math There's no solution We'll never last Why can't I let go of this? So I broke my promise I called you last night I shouldn't have, I wouldn't have If it weren't for the sight of a boy Who lookedеd just like you Standing out on Melrose avеnue It hurts to be something It's worse to be nothing with you Mm, mm-mm, mm It hurts to be something It's worse to be nothing with you",https://www.letras.mus.br/laufey/promise/
IDGAF,Dua Lipa,"You call me, all friendly Tellin' me how much you miss me That's funny, I guess you've heard my songs Well, I'm too busy for your business Go find a girl who wants to listen 'Cause if you think I was born yesterday You have got me wrong So I cut you off! I don't need your love 'Cause I already cried enough I've been done! I've been movin' on Since we said goodbye I cut you off! I don't need your love So you can try all you want Your time is up, I'll tell you why You say you're sorry, but it's too late now So save it, get gone, shut up 'Cause if you think I care about you now Well, boy, I don't give a fuck I remember that weekend When my best friend caught you creepin' You blamed it all on the alcohol So, I made my decision 'Cause you made your bed, sleep in it Play the victim and switch your position I'm through, I'm done So I cut you off! I don't need your love 'Cause I already cried enough I've been done! I've been movin' on Since we said goodbye I cut you off! I don't need your love So you can try all you want Your time is up, I'll tell you why You say you're sorry, but it's too late now So save it, get gone, shut up 'Cause if you think I care about you now Well, boy, I don't give a fuck I see you tryna get to me I see you begging on your knees Boy, I don't give a fuck So stop tryna get to me Get up off your knees 'Cause boy, I don't give a fuck, oh, oh About you No, I don't give a damn You keep reminiscin' on when you were my man But I'm over you Now you're all in the past You talk all that sweet talk, but I ain't comin' back Cut you off I don't need your love So you can try all you want Your time is up, I'll tell you why I'll tell you why You say you're sorry, but it's too late now So save it, get gone, shut up (Too late now) 'Cause if you think I care about you now Well, boy, I don't give a fuck (boy, I don't give a) I see you tryna get to me I see you begging on your knees Boy, I don't give a fuck So stop tryna get to me (get to me) Get up off your knees 'Cause boy, I don't give a fuck","You call me, all friendly Tellin' me how much you miss me That's funny, I guess you've heard my songs Well, I'm too busy for your business Go find a girl who wants to listen 'Cause if you think I was born yesterday You have got me wrong So I cut you off! I don't need your love 'Cause I already cried enough I've been done! I've been movin' on Since we said goodbye I cut you off! I don't need your love So you can try all you want Your time is up, I'll tell you why You say you're sorry, but it's too late now So save it, get gone, shut up 'Cause if you think I care about you now Well, boy, I don't give a fuck I remember that weekend When my best friend caught you creepin' You blamed it all on the alcohol So, I made my decision 'Cause you made your bed, sleep in it Play the victim and switch your position I'm through, I'm done So I cut you off! I don't need your love 'Cause I already cried enough I've been done! I've been movin' on Since we said goodbye I cut you off! I don't need your love So you can try all you want Your time is up, I'll tell you why You say you're sorry, but it's too late now So save it, get gone, shut up 'Cause if you think I care about you now Well, boy, I don't give a fuck I see you tryna get to me I see you begging on your knees Boy, I don't give a fuck So stop tryna get to me Get up off your knees 'Cause boy, I don't give a fuck, oh, oh About you No, I don't give a damn You keep reminiscin' on when you were my man But I'm over you Now you're all in the past You talk all that sweet talk, but I ain't comin' back Cut you off I don't need your love So you can try all you want Your time is up, I'll tell you why I'll tell you why You say you're sorry, but it's too late now So save it, get gone, shut up (Too late now) 'Cause if you think I care about you now Well, boy, I don't give a fuck (boy, I don't give a) I see you tryna get to me I see you begging on your knees Boy, I don't give a fuck So stop tryna get to me (get to me) Get up off your knees 'Cause boy, I don't give a fuck",https://www.letras.mus.br/dua-lipa/idgaf/
Memories,Conan Gray,"It’s been a couple months That’s just about enough time For me to stop crying When I look at all the pictures Now I kinda smile I haven't felt that in a while It's late, I hear the doorbell ringing And it’s pouring I open up that door See your brown eyes at the entrance You just wanna talk And I can't turn away a wet dog But please don’t ruin this for me Please don't make it harder than it already is I'm trying to get over this I wish that you would stay in my memories But you show up today just to ruin things I wanna put you in the past 'Cause I'm traumatized But you’re not letting me do that 'Cause tonight You’re all drunk in my kitchen Curled in the fetal position Too busy playing the victim To be listening to me when I say I wish that you would stay in my memories In my memories Stay in my memories Now I can't say goodbye If you stay here the whole night You see, it’s hard to find an end To something that you keep beginning Over and over again I promise that the ending always stays the same So there's no good reason In make believing That we could ever exist again I can't be your friend I can't be your lover I can't be the reason we hold back each other From falling in love, with somebody other than me I wish that you would stay in my memories But you show up today just to ruin things I wanna put you in the past 'Cause I'm traumatized But you’re not letting me do that 'Cause tonight You’re all drunk in my kitchen Curled in the fetal position Too busy playing the victim To be listening to me when I say I wish that you would stay in my memories In my memories Stay in my memories Since you came, I guess I’ll let you stay For as long as it takes To grab your books and your coat And that one good cologne that you bought When we were fighting 'Cause it’s still on my clothes Everything that I own And it makes me feel like dying I was barely just surviving I wish that you would stay in my memories But you show up today just to ruin things I wanna put you in the past 'cause I'm traumatized But you’re not letting me do that 'Cause tonight You’re all drunk in my kitchen Curled in the fetal position Too busy playing the victim To be listening to me when I say I wish that you would stay in my memories In my memories Stay in my memories","It's been a couple months That's just about enough time For me to stop crying When I look at all the pictures Now I kinda smile I haven't felt that in a while It's late, I hear the doorbell ringing And it's pouring I open up that door See your brown eyes at the entrance You just wanna talk And I can't turn away a wet dog But please don't ruin this for me Please don't make it harder than it already is I'm trying to get over this I wish that you would stay in my memories But you show up today just to ruin things I wanna put you in the past 'Cause I'm traumatized But you're not letting me do that 'Cause tonight You're all drunk in my kitchen Curled in the fetal position Too busy playing the victim To be listening to me when I say I wish that you would stay in my memories In my memories Stay in my memories Now I can't say goodbye If you stay here the whole night You see, it's hard to find an end To something that you keep beginning Over and over again I promise that the ending always stays the same So there's no good reason In making believing That we could ever exist again I can't be your friend I can 't be your lover I can't be the reason we hold back each other From falling in love, with somebody other than me I wish that you would stay in my memories But you show up today just to ruin things I wanna put you in the past 'Cause I'm traumatized But you're not letting me do that 'Cause tonight You're all drunk in my kitchen Curled in the fetal position Too busy playing the victim To be listening to me when I say I wish that you would stay in my memories In my memories Stay in my memories Since you came, I guess I'll let you stay For as long as it takes To grab your books and your coat And that one good cologne that you bought When we were fighting ' Cause it's still on my clothes Everything that I own And it makes me feel like dying I was barely just surviving I wish that you would stay in my memories But you show up today just to ruin things I wanna put you in the past 'cause I 'm traumatized But you're not letting me do that 'Cause tonight You're all drunk in my kitchen Curled in the fetal position Too busy playing the victim To be listening to me when I say I wish that you would stay in my memories In my memories Stay in my memories",https://www.letras.mus.br/conan-gray/memories/
A Tua Voz,Gloria Groove,"A cama amanheceu vazia A noite foi escura e fria Playlist que a gente ouvia O silêncio da minha companhia A gente briga todo dia Enquanto a vida acontecia O amor saiu pela porta afora E se eu te ligar, cê vai atender Diz que vai voltar só pra vir me ver E se eu te disser que a vida tá bem Sei que vou mentir Se tem outro alguém Então me diz se ele faz O que eu não fiz Só te liguei pra ouvir Então me diz se ele faz O quе eu não fiz Só te liguei pra ouvir a tua voz aqui A tua voz Só quеro ouvir tua voz aqui Só quero ouvir tua voz aqui Não consigo explicar O tempo parece parar Ouço a tua voz chamar Me dá vontade de chorar A gente briga todo dia Enquanto a vida acontecia O amor saiu pela porta afora E se eu te ligar, cê vai atender? Diz que vai voltar só pra vir me ver E se eu te disser que a vida tá bem Sei que vou mentir Se tem outro alguém Então me diz se ele faz O que eu não fiz Só te liguei pra ouvir Então me diz se ele faz O que eu não fiz Só te liguei pra ouvir a tua voz aqui Só quero ouvir tua voz aqui","The bed woke up empty The night was dark and cold Playlist that we listened to The silence of my company We fight every day While life was happening Love walked out the door And if I call you, will you answer Say you'll come back just to come see me And if I tell you that life is fine I know I'm going to lie If there's someone else Then tell me if he does What I didn't do I only called you to listen So tell me if he does What I didn't do Just you I called to hear your voice here Your voice I just want to hear your voice here I just want to hear your voice here I can't explain Time seems to stop I hear your voice calling It makes me want to cry We fight every day While life was happening Love walked out the door And if I call you, will you answer? He says he's going back just to come see me And if I tell you that life is fine I know I'm going to lie If there's someone else So tell me if he does What I didn't do I just called you to listen So tell me if he does that I didn't do I just called you to hear your voice here I just want to hear your voice here",https://www.letras.mus.br/gloria-groove/a-tua-voz-part-pablo-bispo-ruxell-e-sergio-santos/
Holy (feat. Chance The Rapper),Justin Bieber,"I hear a lot about sinners Don't think that I'll be a saint But I might go down to the river 'Cause the way that the sky opens up when we touch Yeah, it's making me say That the way you hold me, hold me, hold me, hold me, hold me Feels so holy, holy, holy, holy, holy On God Runnin' to the altar like a track star Can't wait another second 'Cause the way you hold me, hold me, hold me, hold me, hold me Feels so holy I don't do well with the drama And, no, I can't stand it being fake (No, no, no, no, no, no, no) I don't believe in nirvana But the way that we love in the night gave me life Baby, I can't explain That the way you hold me, hold me, hold me, hold me, hold me Feels so holy, holy, holy, holy, holy On God Runnin' to the altar like a track star Can't wait another second 'Cause the way you hold me, hold me, hold me, hold me, hold me Feels so holy They say we're too young and The pimps and the players say: Don't go crushin' Wise men say fools rush in But I don't know (ah-ah-ah-ah) They say we're too young and The pimps and the players say: Don't go crushin' Wise men say fools rush in But I don't know (Chance the Rapper) The first step pleases the Father Might be the hardest to take But when you come out of the water I'm a believer, my heart is fleshy Life is short with a temper like Joe Pesci They always come and sing your praises, your name is catchy But they don't see you how I see you, Parlay and Desi Cross, Tween, Tween, Hesi' hit the jet speed When they get messy, go lefty like Lionel Messi Let's take a trip and get the Vespas or rent a jetski I know the spots that got the best weed, we goin' next week I wanna honor, wanna honor you Bride's groom, I'm my father's child I know when the son takes the first steps, the Father's proud (yes) If you make it to the water, He'll part the clouds (uh) I know He made you a snack like Oscar Proud (mwah) Suffer it to be so now gotta clean it up (ooh) Formalize the union in communion, He can trust (woo) I know I ain't leavin' you like I know He ain't leavin' us (ah) I know we believe in God, and I know God believes in us 'Cause the way you hold me, hold me, hold me, hold me, hold me Feels so holy, holy, holy, holy, holy On God Runnin' to the altar like a track star Can't wait another second, on God Runnin' to the altar like a track star Can't wait another second, on God Runnin' to the altar like a track star Can't wait another second 'Cause the way you hold me, hold me, hold me, hold me Feels so ho-ho-ho-holy","I hear a lot about sinners Don't think that I'll be a saint But I might go down to the river 'Cause the way that the sky opens up when we touch Yeah, it's making me say That the way you hold me, hold me, hold me, hold me, hold me Feels so holy, holy, holy, holy, holy On God Runnin' to the altar like a track star Can't wait another second 'Cause the way you hold me, hold me, hold me, hold me, hold me Feels so holy I don't do well with the drama And, no, I can't stand it being fake (No, no, no, no, no, no, no) I don' t believe in nirvana But the way that we love in the night gave me life Baby, I can't explain That the way you hold me, hold me, hold me, hold me, hold me Feels so holy, holy, holy, holy , holy On God Runnin' to the altar like a track star Can't wait another second 'Cause the way you hold me, hold me, hold me, hold me, hold me Feels so holy They say we're too young and The pimps and the players say: Don't go crushin' Wise men say fools rush in But I don't know (ah-ah-ah-ah) They say we're too young and The pimps and the players say: Don' t go crushin' Wise men say fools rush in But I don't know (Chance the Rapper) The first step pleases the Father Might be the hardest to take But when you come out of the water I'm a believer, my heart is fleshy Life is short with a temper like Joe Pesci They always come and sing your praises, your name is catchy But they don't see you how I see you, Parlay and Desi Cross, Tween, Tween, Hesi' hit the jet speed When they get messy, go lefty like Lionel Messi Let's take a trip and get the Vespas or rent a jetski I know the spots that got the best weed, we goin' next week I wanna honor, wanna honor you Bride's groom, I'm my father's child I know when the son takes the first steps, the Father's proud (yes) If you make it to the water, He'll part the clouds (uh) I know He made you a snack like Oscar Proud (mwah) Suffer it to be so now gotta clean it up (ooh) Formalize the union in communion, He can trust (woo) I know I ain't leavin' you like I know He ain't leavin' us (ah) I know we believe in God, and I know God believes in us 'Cause the way you hold me, hold me, hold me, hold me, hold me Feels so holy, holy, holy, holy, holy On God Runnin' to the altar like a track star Can't wait another second, on God Runnin' to the altar like a track star Can't wait another second, on God Runnin' to the altar like a track star Can't wait another second 'Cause the way you hold me, hold me, hold me, hold me Feels so ho-ho-ho-holy",https://www.letras.mus.br/justin-bieber/holy-feat-chance-the-rapper/
Coutinho É do Barcelona,FutParódias,"Hey, hey, hey Menino Couto foi pro Barça Tá demais o parça (o parça) Quem segura o craque? Custou uma grana braba (braba) Chegou em Barcelona Pra brilhar no Barcelona Mais um brasa em Barcelona Presentinho pro Barcelona, foi Um brinde de Natal! Eita atrasaram um pouquinho Noel é doidão, que maldade do bom velhinho Tem rostinho de baby, mas o cara é mau E também bom pra chuchu Coutinho é craque, rapaz Oh como trata os rivais No Liverpool, jogou demais, jogou demais No Barça, eu sei, vai jogar mais, vai jogar mais Hmmm vem nova dupla com o Luisito (sim) Só jogavam o fino (yeah) Um tem a magia (brrrrr) O outro tem a arte da mordida Dá até dó ver o Real tentando a La Liga A chance que era zero, agora é negativa Tabelar com o Messi Não é qualquer um que consegue Vai transbordar o brilho Só com a classe dos mestres Dibra um (dibra um), dibra mil (dibra mil) Dibra mais (dibra mais), cuidado aí, baby E ainda vai jogar, com o super monstro Paulinho Lá na seleção já mostraram sintonia De amarelo e verde, conexão total E agora em grená e azul Coutinho é craque, rapaz E está em todos os jornais No Liverpool, jogou demais, jogou demais No Barça, eu sei, vai jogar mais, vai jogar mais Quem diria que esses pirralho Tirando foto no espelho, foto no espelho Com TekPix, TekPix, TekPix Ou qualquer outra marca (será outra marca?) Virariam os dois mais caros Do todo o futebol? Que orgulho, olha, quanto orgulho Do meu Brasilzão! Coutinho é craque, rapaz Só lances fenomenais No Liverpool, jogou demais, jogou demais No Barça, eu sei, vai jogar mais, vai jogar mais Coutinho é um bom rapaz (é um bom rapaz) Um dibrador pela paz (pela paz) No Liverpool, jogou demais, jogou demais No Barça, eu sei, vai jogar mais, vai jogar mais","Hey, hey, hey Boy Couto went to Barça The guy is awesome (the guy) Who holds the star? It cost a lot of money Arrived in Barcelona To shine in Barcelona Another hottie in Barcelona Little gift for Barcelona, ​​it was A Christmas toast! Wow, they were a little late Noel is crazy, how bad of a good old man He has a baby face, but the guy is bad And also good for chuchu Coutinho is a great, boy Oh how he treats his rivals At Liverpool, he played too much, he played too much At Barça, I I know, he's going to play more, he's going to play more Hmmm, a new duo is coming with Luisito (yes) They only played fine (yeah) One has the magic (brrrrr) The other has the art of bite It's kind of sad to see Real trying for La Liga The chance that was zero, is now negative Table with Messi Not just anyone can do it The brilliance will overflow Only with the class of masters Dibra one (dibra one), dibra thousand (dibra thousand) Dibra more (dibra more), be careful there, baby And you're still going to play, with the super monster Paulinho In the national team, they already showed harmony In yellow and green, total connection And now in maroon and blue Coutinho is a great, boy And he's in all the newspapers In Liverpool, he played a lot, he played Too much At Barça, I know, they're going to play more, they're going to play more Who would have thought that these brats Taking a photo in the mirror, a photo in the mirror With TekPix, TekPix, TekPix Or any other brand (is it another brand?) Would become the two most expensive of all the soccer? How proud, look, how proud of my Brasilzão! Coutinho is a great, boy Just phenomenal plays At Liverpool, he played too much, he played too much At Barça, I know, he's going to play more, he's going to play more Coutinho is a good boy (he's a good boy) A champion for peace (for peace) At Liverpool , played too much, played too much At Barça, I know, he will play more, he will play more",https://www.letras.mus.br/futparodias/coutinho-e-do-barcelona/
