title,author,lyric,lyric_en,href
Ave Maria,Comunidade Católica Colo de Deus,Existe uma rainha aqui Coroada de estrelas A Lua embaixo dos Seus pés Adornada pelos anjos Seu nome é Maria Seu nome é Maria Seu nome é Maria Seu nome é Maria Existe uma rainha aqui Coroada de estrelas A Lua embaixo dos Seus pés Adornada pelos anjos Seu nome é Maria Seu nome é Maria Seu nome é Maria Seu nome é Maria Não existe nada que não passe por Ela Tudo o que tenho eu consagro a Ela Quando eu chamo Maria eu chamo também Jesus Não existe nada que não passe por Ela Tudo o que tenho eu consagro a Ela Quando eu chamo Maria eu chamo também Jesus Não existe nada que não passe por Ela Tudo o que tenho eu consagro a Ela Quando eu chamo Maria eu chamo também Jesus Não existe nada que não passe por Ela Tudo o que tenho eu consagro a Ela Quando eu chamo Maria eu chamo também Jesus Ave Maria Dominus tecum Gratia plena Ave Maria Ave Maria Dominus tecum Gratia plena Ave Maria Ave Maria Dominus tecum Gratia plena Ave Maria Ave Maria Dominus tecum Gratia plena Ave Maria Não existe nada que não passe por Ela Tudo o que tenho eu consagro a Ela Quando eu chamo Maria eu chamo também Jesus Não existe nada que não passe por Ela Tudo o que tenho eu consagro a Ela Quando eu chamo Maria eu chamo também Jesus Não existe nada que não passe por Ela Tudo o que tenho eu consagro a Ela Quando eu chamo Maria eu chamo também Jesus,There is a queen here Crowned with stars The moon beneath Her feet Adorned by angels Her name is Mary Her name is Mary Her name is Mary Her name is Mary There is a queen here Crowned with stars The Moon beneath Her feet Adorned by angels Her name is Mary Her name is Mary Her name is Mary Her name is Mary There is nothing that does not pass through Her Everything I have I consecrate to Her When I call Mary I also call Jesus There is nothing that does not pass through Her Everything I have I consecrate to Her When I call Mary I also call Jesus There is nothing that does not pass through Her Everything I have I consecrate to Her When I call Mary I also call Jesus There is nothing that does not pass through Her Everything I have I consecrate to Her When I call Mary I also call Jesus Ave Maria Dominus tecum Gratia plena Ave Maria Ave Maria Dominus tecum Gratia plena Ave Maria Ave Maria Dominus tecum Gratia plena Ave Maria Ave Maria Dominus tecum Gratia plena Ave Maria There is nothing that does not pass through Her Everything I have I consecrate to Her When I call Mary I also call Jesus There is nothing that does not pass through Her Everything I have I consecrate to Her When I call Mary I also call Jesus There is nothing that does not pass through Her Everything What I have I consecrate to Her When I call Mary I also call Jesus,https://www.letras.mus.br/comunidade-catolica-colo-de-deus/ave-maria/
Espírito Santo,Fernanda Brum,"Espírito Santo, ore por mim Leve pra Deus tudo aquilo que eu preciso Espírito Santo, use as palavras Que eu necessito usar, mas não consigo Me ajude nas minhas fraquezas Não sei como devo pedir Espírito Santo Vem interceder por mim Todas as coisas cooperam pra o bem Daqueles que amam a Ti Espírito Santo Vem orar por mim Estou clamando, estou pedindo Só Deus sabe a dor que estou sentindo Meu coração está ferido Mas o meu clamor está subindo Estou clamando, estou pedindo Só Deus sabe a dor que estou sentindo Meu coração está ferido Mas o meu clamor está subindo Todas as coisas cooperam pra o bem Daqueles que amam a Ti Espírito Santo Vem orar por mim Estou clamando, estou pedindo Só Deus sabe a dor que estou sentindo Meu coração está ferido Mas o meu clamor está subindo Estou clamando, estou pedindo Só Deus sabe a dor que estou sentindo Meu coração está ferido Mas o meu clamor está subindo","Holy Spirit, pray for me Take to God everything I need Holy Spirit, use the words That I need to use, but I can't Help me in my weaknesses I don't know how I should ask Holy Spirit Come intercede for me All things work together for the good to those who love You Holy Spirit Come pray for me I'm crying out, I'm asking Only God knows the pain I'm feeling My heart is hurting But my cry is rising I'm crying out, I'm asking Only God knows the pain I'm feeling My heart is hurting But my cry is rising All things work together for good For those who love You Holy Spirit Come pray for me I'm crying out, I'm asking Only God knows the pain I'm feeling My heart is hurting But my cry is rising I'm crying out, I'm asking Only God knows the pain I'm feeling My heart is hurting But my cry is rising",https://www.letras.mus.br/fernanda-brum/77684/
Quem Era Eu,Esther Fiaux,"Quando paro pra pensar em tudo que vivi Que por pouco, muito pouco, que eu não morri Quando penso em quem sou e em quem era eu Não tem como duvidar que foi a mão de Deus Se não fosse a Sua mão, não estaria aqui Onde Deus fez recomeço, seria o meu fim Ele entrou na história e o quadro inverteu A quem ninguém dava nada, Ele escolheu Ainda bem que Deus não olha como o homem vê Que Ele escolhe quem aqui ninguém quer escolher Ainda bem que Ele entra na casa de alguém Só pra fazer milagre Ainda bem que Ele pega o que não dão valor O vaso por alguém quebrado Ele restaurou Depois que Ele pôs a mão, o seu valor cresceu Só pra resumir a história: Esse vaso era eu Se não fosse a Sua mão, não estaria aqui Onde Deus fez recomeço, seria o meu fim Ele entrou na história e o quadro inverteu A quem ninguém dava nada, Ele escolheu Ainda bem que Deus não olha como o homem vê Que Ele escolhe quem aqui ninguém quer escolher Ainda bem que Ele entra na casa de alguém Só pra fazer milagre Ainda bem que Ele pega o que não dão valor O vaso por alguém quebrado Ele restaurou Depois que Ele pôs a mão, o seu valor cresceu Só pra resumir a história: Esse vaso era eu Era eu, mas Ele escolheu Era eu, mas Ele levantou Era eu, mas Ele quis usar Era eu, mas Ele exaltou Era eu, mas Ele escolheu Era eu, mas Ele levantou Era eu, mas Ele quis usar Era eu, mas Ele exaltou Era eu o vaso quebrado Encostado, que ninguém queria Mas Deus decidiu me levar à Sua olaria E uma nova história Ele escreveu Quem era eu? Quem era eu? Quem era eu? Ainda bem que Deus não olha como o homem vê Que Ele escolhe quem aqui ninguém quer escolher Ainda bem que Ele entra na casa de alguém Só pra fazer milagre Ainda bem que Ele pega o que não dão valor O vaso por alguém quebrado Ele restaurou Depois que Ele pôs a mão, o seu valor cresceu Só pra resumir a história: Esse vaso era eu Era eu, mas Ele escolheu Era eu, mas Ele levantou Era eu, mas Ele quis usar Era eu, mas Ele exaltou Era eu, mas Ele escolheu Era eu, mas Ele levantou Era eu, mas Ele decidiu usar Era eu, mas Ele exaltou (Era eu o vaso quebrado) era eu (Encostado, que ninguém queria) Ele escolheu (Quem era eu?) (Quem era eu?) Era eu","When I stop to think about everything I've experienced That I barely, very little, didn't die When I think about who I am and who I was There's no doubting that it was God's hand If it weren't for His hand, I wouldn't be here Where God made a new beginning, it would be my end He entered history and the situation reversed To whom no one gave anything, He chose It's a good thing that God doesn't see how man sees That He chooses who no one here wants to choose It's a good thing He enters the house of someone Just to perform a miracle It's good that He takes what they don't value The vase broken by someone He restored After He put His hand, its value grew Just to summarize the story: That vase would be me If it weren't for His hand, I wouldn't be here Where God made a new beginning, it would be my end He entered history and the situation reversed To whom no one gave anything, He chose It's a good thing that God doesn't look at how man sees It's a good thing He chooses who no one here wants to choose It's a good thing He enters someone's house Just to perform a miracle It's good that He takes what they don't value The vase broken by someone He restored After He put His hand on it, its value increased Just to summarize the story: That vase was me It was me, but He chose It was me, but He lifted It was me, but He wanted to use It was me, but He exalted It was me, but He chose It was me, but He lifted It It was me, but He wanted to use It was me, but He exalted It was me the broken vase Leaning, which no one wanted But God decided to take me to His pottery And a new story He wrote Who was I? Who was I? Who was I? It's a good thing that God doesn't see how man sees It's a good thing He chooses who no one here wants to choose It's a good thing He enters someone's house Just to perform a miracle It's a good thing He takes what they take for granted The vase broken by someone He restored After He put his hand in, its value grew Just to summarize the story: That vase was me It was me, but He chose It was me, but He lifted it It was me, but He wanted to use it It was me, but He lifted it It was me, but He chose It was me, but He lifted It was me, but He decided to use It was me, but He exalted (I was the broken vase) it was me (Leaning, which no one wanted) He chose (Who was I?) (Who was I?) It was I",https://www.letras.mus.br/esther-fiaux/quem-era-eu/
Efésios 6,Anderson Freire,"Tua palavra trouxe salvação, o discernimento Imunidade para o meu coração Ela me leva a outra dimensão Pra combater o mal, nas regiões celestiais Por isso, lutei até transpirar Na guerra sem carne, sem sangue a derramar Guardei os meus pés, o meu coração Com a mente protegida estou Segurando a espada na mão Minha fé depositei no Senhor Na batalha, eu ganhei proteção Com a mente protegida estou Segurando a espada na mão Meu currículo é de campeão Rei dos reis, na Palavra estou de pé Inabalável é minha fé No dia mau, Senhor, Te adorei Te busquei quando li Efésios 6 Tua armadura usei E com muita precisão Me defendi e ataquei! Com a mente protegida estou Segurando a espada na mão Minha fé depositei no Senhor Na batalha, eu ganhei proteção Com a mente protegida estou Segurando a espada na mão Meu currículo é de campeão Rei dos reis, na Palavra estou de pé Inabalável é minha fé No dia mau, Senhor, Te adorei Te busquei quando li Efésios 6 Tua armadura usei E com muita precisão Me defendi e ataquei Igreja! (Glória a Deus!) De quem é a vitória? (É do povo de Deus!) Igreja! (Glória a Deus!) De quem é a vitória? (É do povo de Deus!) Eu tenho o capacete da salvação (Eu tenho o capacete da salvação) A couraça da justiça no meu coração (A couraça da justiça no meu coração) Guardei os pés (na preparação) Do evangelho (eu já tenho em minhas mãos) Espada, escudo, estou pronto pra lutar Defesa, ataque, não posso vacilar A porta do inferno nunca prevalecerá Contra a igreja que não para de orar Rei dos reis, na Palavra estou de pé Inabalável é minha fé No dia mau, Senhor, Te adorei Te busquei quando li Efésios 6 Tua armadura usei E com muita precisão Me defendi Rei dos reis, na Palavra estou de pé Inabalável é minha fé No dia mau, Senhor, Te adorei Te busquei quando li Efésios 6 Tua armadura usei E com muita precisão Me defendi e ataquei","Your word brought salvation, discernment Immunity to my heart It takes me to another dimension To fight evil, in the heavenly regions Therefore, I fought until I sweated In the war without flesh, without blood to spill I guarded my feet, my heart With I am protected with my mind Holding the sword in my hand My faith I placed in the Lord In battle, I gained protection With my protected mind I am Holding the sword in my hand My CV is that of a champion King of kings, in the Word I am standing Unshakable is my faith On the day bad, Lord, I adored You I sought You when I read Ephesians 6 I wore Your armor And with great precision I defended myself and attacked! With my mind protected I am Holding the sword in my hand My faith I placed in the Lord In battle, I gained protection With my mind protected I am Holding the sword in my hand My CV is that of a champion King of kings, in the Word I am standing Unshakable is my faith In Bad day, Lord, I loved You I sought You when I read Ephesians 6 I wore Your armor And with great precision I defended myself and attacked the Church! (Glory to God!) Whose victory is it? (It belongs to the people of God!) Church! (Glory to God!) Whose victory is it? (It is from the people of God!) I have the helmet of salvation (I have the helmet of salvation) The breastplate of righteousness in my heart (The breastplate of righteousness in my heart) I have kept my feet (in preparation) Of the gospel (I have already I have in my hands) Sword, shield, I'm ready to fight Defense, attack, I can't waver The gate of hell will never prevail Against the church that doesn't stop praying King of kings, in the Word I stand Unshakable is my faith On the bad day , Lord, I adored you I sought you when I read Ephesians 6 I used your armor And with great precision I defended myself King of kings, in the Word I stand Unshakable is my faith In the bad day, Lord, I adored you I sought you when I read Ephesians 6 I used your armor And with great precision I defended and attacked",https://www.letras.mus.br/anderson-freire/efesios-6/
Identidade (part. Bruna Karla),Anderson Freire,"Não vou negar quem sou, não há máscara em mim Desde quando Te entreguei meu coração Não vale a pena Te negar em troca de viver Se morrer por Ti pra mim significa viver Nada vai interromper minha adoração Babilônia não habita no meu coração Nem o fogo vai fazer A aliança que eu tenho com o Senhor se romper Minha identidade é servo do Senhor Dentro da fornalha vou mostrar quem és Sendo quem eu sou, fiel adorador Nem a morte vai nos separar, Senhor Não vou negar quem sou, não há máscara em mim Desde quando Te entreguei meu coração Não vale a pena Te negar em troca de viver Se morrer por Ti pra mim significa viver Nada vai interromper minha adoração Babilônia não habita no meu coração Nem o fogo vai fazer A aliança que eu tenho com o Senhor se romper Minha identidade é servo do Senhor Dentro da fornalha vou mostrar quem és Sendo quem eu sou, fiel adorador Nem a morte vai nos separar, Senhor Sadraque, Mesaque e Abedenego Jovens demais pra morrerem cedo Negaram o pedido de um rei O decreto era que adorassem a imagem que ele fez Quem não adorasse seria lançado Dentro da fornalha ardente de fogo E foi dessa forma que aconteceu Mas a verdade é que o rei enlouqueceu Pois havia um quarto homem com eles passeava No meio no fogo, mas o fogo não queimava O rei reconheceu que não havia outro Deus E O adorou (e O adorou) Minha identidade é servo do Senhor Dentro da fornalha vou mostrar quem és Sendo quem eu sou, fiel adorador Nem a morte vai nos separar, Senhor Minha identidade é servo do Senhor Dentro da fornalha vou mostrar quem és Sendo quem eu sou, fiel adorador Nem a morte vai nos separar, Senhor","I will not deny who I am, there is no mask on me Since when I gave you my heart It is not worth denying you in exchange for living If dying for you for me means living Nothing will interrupt my worship Babylon does not dwell in my heart Not even fire will make The covenant I have with the Lord break My identity is the servant of the Lord Inside the furnace I will show who you are Being who I am, faithful worshiper Not even death will separate us, Lord I will not deny who I am, there is no mask on me Since I gave you my heart It's not worth denying you in exchange for living If dying for you means living for me Nothing will interrupt my worship Babylon doesn't dwell in my heart Not even fire will break the covenant I have with the Lord My identity is the servant of the Lord Inside the furnace I will show who you are Being who I am, faithful worshiper Not even death will separate us, Lord Shadrach, Meshach and Abednego Too young to die early They denied the request of a king The decree was that they worship the image that he made Whoever did not worship would be thrown Into the blazing furnace of fire And that is how it happened But the truth is that the king went crazy For there was a fourth man with them walking In the middle of the fire, but the fire did not burn The king recognized that there was no other God And he worshiped Him (and worshiped Him) My identity is the servant of the Lord Inside the furnace I will show who you are Being who I am, faithful worshiper Not even death will separate us, Lord My identity is the servant of the Lord Inside the furnace I will show who you are Being who I am, faithful worshiper Not even death will separate us, Lord",https://www.letras.mus.br/anderson-freire/1786766/
Eu Te Louvo,Harpa Cristã,"Glória a Deus, o Pai Eterno Cujo trono é os céus O universo Lhe pertence Glória, sim, ao nosso Deus Eu Te louvo! Eu Te louvo! Oh Jesus, meu Salvador! Dai-Lhe glórias, ó remidos! Pois Seu sangue limpa o pecador Glória ao Filho, mui amado Que merece o louvor Demos glórias ao Seu nome Ao Cordeiro, ao Redentor Eu Te louvo! Eu Te louvo! Oh Jesus, meu Salvador! Dai-Lhe glórias, ó remidos! Pois Seu sangue limpa o pecador Demos nós, ao Santo Espírito Mil louvores por Seu dom Por Sua graça tão imensa Glória à Ele, Ele é bom! Eu Te louvo! Eu Te louvo! Oh! Jesus, meu Salvador! Dai-Lhe glórias, ó remidos! Pois Seu sangue limpa o pecador Glória, glória ao Pai bendito Glória, glória a Jesus Glória dai ao Santo Espírito Ao Deus trino, nossa Luz Eu Te louvo! Eu Te louvo! Oh! Jesus, meu Salvador! Dai-Lhe glórias, ó remidos! Pois Seu sangue limpa o pecador","Glory to God, the Eternal Father Whose throne is the heavens The universe belongs to Him Glory, yes, to our God I praise You! I praise You! Oh Jesus, my Savior! Give Him glory, O redeemed ones! For His blood cleanses the sinner Glory to the Son, much loved Who deserves praise Let us give glory to His name To the Lamb, to the Redeemer I praise You! I praise You! Oh Jesus, my Savior! Give Him glory, O redeemed ones! For His blood cleanses the sinner. We gave the Holy Spirit a thousand praises for His gift For His immense grace. Glory to Him, He is good! I praise You! I praise You! Oh! Jesus my savior! Give Him glory, O redeemed ones! For His blood cleanses the sinner Glory, glory to the blessed Father Glory, glory to Jesus Glory give to the Holy Spirit To the triune God, our Light I praise You! I praise You! Oh! Jesus my savior! Give Him glory, O redeemed ones! For His blood cleanses the sinner",https://www.letras.mus.br/harpa-crista/450162/
Ao Único,Aline Barros,"Ao único que é digno de receber A honra e a glória, a força e o poder Ao Rei eterno e imortal, invisível, mas real A Ele ministramos o louvor Ao único que é digno de receber A honra e a glória, a força e o poder Ao Rei eterno e imortal, invisível, mas real A Ele ministramos o louvor Coroamos a Ti, ó Rei Jesus Coroamos a Ti, ó Rei Jesus Adoramos o Teu nome Nos rendemos aos Teus pés Consagramos todo nosso ser a Ti Ao Rei eterno e imortal, invisível, mas real A Ele, ministramos o louvor Coroamos a Ti, ó Rei Jesus Coroamos a Ti, ó Rei Jesus Adoramos o Teu nome Nos rendemos aos Teus pés Consagramos todo nosso ser a Ti Coroamos a Ti, ó Rei Jesus Coroamos a Ti, ó Rei Jesus Adoramos o Teu nome Nos rendemos aos Teus pés Consagramos todo nosso ser a Ti Consagramos todo nosso ser a Ti","To the only one who is worthy to receive The honor and the glory, the strength and the power To the eternal and immortal King, invisible but real To Him we minister praise To the only one who is worthy to receive The honor and the glory, the strength and the power power To the eternal and immortal King, invisible but real To Him we minister praise We crown You, O King Jesus We crown You, O King Jesus We worship Your name We surrender at Your feet We consecrate our whole being to You To the eternal and immortal King , invisible but real To Him we minister praise We crown You, O King Jesus We crown You, O King Jesus We worship Your name We surrender at Your feet We consecrate our whole being to You We crown You, O King Jesus We crown You , O King Jesus We worship Your name We surrender at Your feet We consecrate our entire being to You We consecrate our entire being to You",https://www.letras.mus.br/aline-barros/178166/
Em Teus Braços,Laura Souguellis,"Segura estou nos braços Daquele que nunca me deixou Seu amor perfeito sempre esteve repousado em mim E se eu passar pelo vale Acharei conforto em Teu amor Pois eu sei que és aquele que me guarda Me guardas Em Teus braços é meu descanso Em Teus braços é meu descanso Em Teus braços é meu descanso Em Teus braços é meu descanso Seguro estou nos braços Daquele que nunca me deixou Seu amor perfeito sempre esteve repousado em mim E se eu passar pelo vale Acharei conforto em Teu amor Pois eu sei que és aquele que me guarda Me guardas Em Teus braços é meu descanso Em Teus braços é meu descanso Em Teus braços é meu descanso, oh Em Teus braços é meu descanso Em Teus braços é meu descanso Em Teus braços é meu descanso Em Teus braços é meu descanso Em Teus braços é meu descanso Recaio em Tua graça Recaio de novo em Tuas mãos Recaio em Tua graça Recaio de novo em Tuas mãos Recaio em Tua graça Recaio de novo em Tuas mãos Recaio em Tua graça Recaio de novo em Tuas mãos Recaio em Tua graça Recaio de novo em Tuas mãos Recaio em Tua graça Recaio de novo em Tuas mãos E se eu passar pelo vale Acharei conforto em Teu amor Pois eu sei que és aquele que me guarda Me guardas Em Teus braços é meu descanso Em Teus braços é meu descanso Em Teus braços é meu lugar Em Teus braços é meu descanso Em Teus braços é meu descanso Em Teus braços é meu lugar seguro, meu escudo Em Teus braços é meu descanso Em Teus braços é meu descanso O toque mais puro O amor mais seguro do mundo O toque mais puro O amor mais seguro do mundo é o Teu O toque mais puro O amor mais seguro do mundo O toque mais puro O amor mais seguro do mundo é o Teu, Jesus O toque mais puro O amor mais seguro do mundo O toque mais puro O amor mais seguro do mundo é o Teu, Jesus O toque mais puro O amor mais seguro O toque mais puro O amor mais seguro do mundo É do meu Abba É do meu Abba O toque mais puro O amor mais seguro do mundo É o do Abba","Safe I am in the arms of the One who never left me Your perfect love has always rested in me And if I pass through the valley I will find comfort in Your love For I know that You are the one who keeps me You keep me In Your arms is my rest In Your arms is mine rest In your arms is my rest You keep me In Your arms is my rest In Your arms is my rest In Your arms is my rest, oh In Your arms is my rest In Your arms is my rest In Your arms is my rest In Your arms is my rest In Your arms is my rest I fall back into Your grace I fall back into Your hands I fall back into Your grace I fall back into Your hands I fall back into Your grace I fall back into Your hands I fall back into Your grace I fall back into Your hands I fall back into Your grace I fall back into Your grace Your hands I fall into Your grace I fall back into Your hands And if I pass through the valley I will find comfort in Your love For I know that You are the one who keeps me You keep me In Your arms is my rest In Your arms is my rest In Your arms is my place In Your arms is my rest In Your arms is my rest In Your arms is my safe place, my shield In Your arms is my rest In Your arms is my rest The purest touch The safest love in the world The purest touch The safest love in the world is Yours The purest touch The safest love in the world The purest touch The safest love in the world is Yours, Jesus The purest touch The safest love in the world The purest touch Love The safest touch in the world is Yours, Jesus The purest touch The safest love The purest touch The safest love in the world It's from my Abba It's from my Abba The purest touch The safest love in the world It's from Abba",https://www.letras.mus.br/laura-souguellis/em-teus-bracos/
Deus Forte / Divisa de Fogo / Jacó Segurou o Anjo / Joquebede (Corinhos de Fogo) (medley),Banda Som e Louvor,"Deus forte como Jeová Não há outro que eu conheça Deus forte como Jeová Não há outro que eu conheça Deus de vitória, varão de guerra Deus poderoso é o Senhor Deus de vitória, varão de guerra Deus poderoso é o Senhor Eu sou canela de fogo Reteté de Jeová Estou nadando no azeite Não consigo parar Eu sou canela de fogo Reteté de Jeová Estou nadando no azeite Não consigo parar É labareda, é labareda de fogo É labareda, é labareda de fogo É labareda, é labareda de fogo É fogo puro, é por isso que eu não mudo E não paro de adorar Divisa de fogo, varão de guerra Ele desceu na Terra, Ele chegou pra guerrear Divisa de fogo, varão de guerra Ele desceu na Terra, Ele chegou pra guerrear Divisa de fogo, varão de guerra Ele desceu na Terra, Ele chegou pra guerrear Divisa de fogo, varão de guerra Ele desceu na Terra, Ele chegou pra guerrear Onde, onde está teu Deus? Onde, onde Ele está? Onde, onde está teu Deus? Onde, onde Ele está? O meu Deus está no céu Também no meu coração O do mundo está morto Mas o meu ressuscitou O meu Deus está no céu Também no meu coração O do mundo está morto Mas o meu ressuscitou Jacó segurou o anjo Segurou anjo e não deixou subir Jacó segurou o anjo Segurou anjo e não deixou subir E o anjo lhe perguntou O que queres que eu te faça? Jacó, então, respondeu Me dá minha bênção pra depois subir Me dá minha bênção pra depois subir Me dá minha bênção pra depois subir Me dá minha bênção pra depois subir Me dá minha bênção pra depois subir Me dá minha bênção pra depois subir Me dá minha bênção pra depois subir Me dá minha bênção pra depois subir Me dá minha bênção pra depois subir Ô Joquebede, Moisés não vai morrer Eu posso ouvir o choro do bebê Ô Joquebede, Moisés não vai morrer Eu posso ouvir o choro do bebê Ô Joquebede, Moisés não vai morrer Eu posso ouvir o choro do bebê Ô Joquebede, Moisés não vai morrer Eu posso ouvir o choro do bebê","A strong God like Jehovah There is no other that I know A strong God like Jehovah There is no other that I know A God of victory, a man of war is the Lord A mighty God of victory, a man of war A mighty God is the Lord I am cinnamon of fire Reteté of Jehovah I'm swimming in the oil I can't stop I'm cinnamon fire Reteté of Jehovah I'm swimming in the oil I can't stop It's a flame, it's a flame of fire It's a flame, it's a flame of fire It's a flame, it's a flame of fire It's pure fire, it's That's why I don't change And I don't stop loving Divide of fire, man of war He came down to Earth, He arrived to fight Divide of fire, man of war He came down to Earth, He arrived to fight Divide of fire, man of war He came down to Earth, He arrived to fight Divide of fire, man of war He came down to Earth, He arrived to fight Where, where is your God? Where, where is He? Where, where is your God? Where, where is He? My God is in heaven Also in my heart He of the world is dead But mine is risen My God is in heaven Also in my heart He of the world is dead But mine is risen Jacob held the angel He held the angel and did not let him rise Jacob held him the angel held the angel and didn't let him go up And the angel asked him What do you want me to do for you? Jacob then replied Give me my blessing so I can go up Give me my blessing so I can go up Give me my blessing so I can go up Give me my blessing so I can go up Give me my blessing so I can go up Give me my blessing so I can go up Give me my blessing and then go up Give me my blessing and then go up Give me my blessing and then go up Oh Jochebed, Moses will not die I can hear the baby crying Oh Jochebed, Moses will not die I can hear the baby crying Oh Jochebed, Moses will not die I can hear the baby crying Oh Jochebed, Moses will not die I can hear the baby crying",https://www.letras.mus.br/banda-som-louvor/corinhos-de-fogo-medley/
Jó,Midian Lima,"Jó, como pode ainda adorar Se não tem motivos pra cantar? Abandona esse Deus e morre Mas não O adoro pelo que Ele faz Nem menos por bens materiais Eu O adoro pelo que Ele é Eu sou d’Ele, tudo é d’Ele Jó, você não tem motivos Perdeu os seus bens, seus filhos, seus amigos O que você vai fazer? Eu vou adorar, simplesmente adorar Eu vou adorar Deus me deu, Deus tomou Bendito seja o nome do Senhor! A Ele a glória, a Ele a honra e o louvor Jó, como pode ainda adorar Se não tem motivos pra cantar? Abandona esse Deus e morre Mas não O adoro pelo que Ele faz Nem menos por bens materiais Eu O adoro pelo que Ele é Eu sou d’Ele, tudo é d’Ele Jó, você não tem motivos Perdeu os seus bens, seus filhos, seus amigos O que você vai fazer? Eu vou adorar,  simplesmente adorar Eu vou adorar Deus me deu, Deus tomou Bendito seja o nome do Senhor! A Ele a glória, a Ele a honra e o louvor A Ele a glória A Ele a glória A Ele a glória A Ele a glória A Ele a glória (oh, a Ele a glória) A Ele a glória (Ele merece toda a glória) A Ele a glória Pra sempre, Amém Amém! Deus me deu, Deus tomou Bendito seja o nome do Senhor! A Ele a glória, a Ele a honra e o louvor Deus me deu, Deus tomou Bendito seja o nome do Senhor! A Ele a glória, a Ele a honra e o louvor A Ele seja dado o louvor Te damos todo o louvor, Senhor!","Job, how can you still love If you have no reason to sing? Abandon this God and die But I don't adore Him for what He does No less for material goods I adore Him for who He is I am His, everything is His Job, you have no reason You lost your possessions, your children, your friends What are you going to do? I will love it, simply love it I will love it God gave it to me, God took it Blessed be the name of the Lord! To Him be glory, to Him be honor and praise Job, how can you still worship If you have no reason to sing? Abandon this God and die But I don't adore Him for what He does No less for material goods I adore Him for who He is I am His, everything is His Job, you have no reason You lost your possessions, your children, your friends What are you going to do? I will love it, simply love it I will love it God gave it to me, God took it Blessed be the name of the Lord! To Him the glory, to Him the honor and praise To Him the glory To Him the glory To Him the glory To Him the glory To Him the glory (oh, to Him the glory) To Him the glory (He deserves all the glory ) To Him be the glory Forever, Amen Amen! God gave it to me, God took it Blessed be the name of the Lord! To Him be the glory, to Him the honor and praise God gave me, God took Blessed be the name of the Lord! To Him be the glory, to Him the honor and praise To Him be the praise We give You all the praise, Lord!",https://www.letras.mus.br/midian-lima/jo/
Se O Mar Não Se Abrir (part. Damares),Kemilly Santos,"Muitas guerras já venci pra chegar até aqui Só Deus sabe Quantas noites eu chorei Os gigantes que enfrentei Só Deus sabe Inimigo vi cair, até o mar vi Deus abrir Eu vivo de milagres É somente as mãos de Deus Pra fazer alguém como eu Sobreviver às tempestades Eu não estou sozinho Deus sempre está comigo Ele é meu amigo Jesus está comigo Se o mar não se abrir Deus vai me fazer andar por sobre as águas Não vou me afligir Eu sei que esse problema para Deus é nada Chorando vou seguir, eu não vou desistir Eu sei que o céu me guarda Eu não estou sozinho Deus sempre está comigo Ele é meu amigo Jesus está comigo Se o mar não se abrir Deus vai me fazer andar por sobre as águas Não vou me afligir Eu sei que esse problema para Deus é nada Chorando vou seguir, eu não vou desistir Eu sei que o céu me guarda Se o mar não se abrir Deus vai me fazer andar por sobre as águas Não vou me afligir Eu sei que esse problema para Deus é nada Chorando vou seguir, eu não vou desistir Eu sei que o céu me guarda Firme, firme Firme nas promessas de Jesus, o Cristo Firme, firme Sim, firme nas promessas de Jesus Firme, firme Firme nas promessas de Jesus, o Cristo Firme, firme Sim, firme nas promessas de Jesus Se o mar não se abrir Deus vai me fazer andar por sobre as águas Não vou me afligir Eu sei que esse problema para Deus é nada Chorando vou seguir, eu não vou desistir Eu sei que o céu me guarda Se o mar não se abrir Deus vai me fazer andar por sobre as águas Não vou me afligir Eu sei que esse problema para Deus é nada Chorando vou seguir, eu não vou desistir Eu sei que o céu me guarda","I've won many wars to get here Only God knows How many nights I cried The giants I faced Only God knows Enemy I saw fall, even the sea I saw God open I live on miracles It's only the hands of God To make someone like me Survive the storms I am not alone God is always with me He is my friend Jesus is with me If the sea does not part God will make me walk on the water I will not grieve I know that this problem for God is nothing Crying I will follow, I will not give up I know that heaven keeps me I am not alone God is always with me He is my friend Jesus is with me If the sea does not part God will make me walk on the water I will not grieve I know that this problem is for God nothing Crying I will continue, I will not give up I know that the sky keeps me If the sea does not part God will make me walk on the water I will not grieve I know that this problem for God is nothing Crying I will continue, I will not I'm going to give up I know that heaven holds me Firm, firm Firm on the promises of Jesus the Christ Firm, firm Yes, firm on the promises of Jesus Firm, firm Firm on the promises of Jesus the Christ Firm, firm Yes, firm on the promises of Jesus If the sea doesn't part God will make me walk on the water I won't grieve I know that this problem for God is nothing Crying I will continue, I won't give up I know that heaven keeps me If the sea doesn't part God will make me walk on water I will not grieve I know that this problem is nothing to God Crying I will continue, I will not give up I know that heaven keeps me",https://www.letras.mus.br/kemilly-santos/se-o-mar-nao-se-abrir-part-damares/
