title,author,lyric,lyric_en,href
Olhos Certos,Detonautas Roque Clube,"Tento te encontrar Tanto pra dizer Meu amor, tudo bem Sorte de nós dois Quero te fazer feliz Meu amor, sempre quis Seus olhos certos, mas não sei o que dizer Eu não vou, mas o tempo vem Tá tudo certo, mas não sei o que dizer Eu não vou, mas o tempo vem aqui Tento te encontrar Tanto pra dizer Meu amor, tudo bem Mesmo sem te ver Não chegou ao fim Seu amor, tudo em mim Se não for mais do que tento ser Se não for mais Se não for mais do que tento ser Se não for Seus olhos certos mas não sei o que dizer Eu não vou mas o tempo vem Tá tudo certo mas não sei o que dizer Eu não vou mas o tempo vem aqui","I try to find you So much to say My love, it's ok Lucky for both of us I want to make you happy My love, I've always wanted Your eyes to be right, but I don't know what to say I won't, but the time is coming It's all right, but I don't know what What to say I won't, but time is coming I try to find you So much to say My love, it's okay Even without seeing you It hasn't come to an end Your love, everything in me If it's not more than I try to be If it's not more If not It's more than I try to be If it's not Your eyes are right but I don't know what to say I'm not going but the time is coming It's all right but I don't know what to say I'm not going but the time is coming here",https://www.letras.mus.br/detonautas/74402/
One More Light,Linkin Park,"Should've stayed, were there signs I ignored? Can I help you not to hurt anymore? We saw brilliance when the world was asleep There are things that we can have, but can't keep If they say Who cares if one more light goes out? In the sky of a million stars It flickers, flickers Who cares when someone's time runs out? If a moment is all we are Or quicker, quicker Who cares if one more light goes out? Well, I do The reminders pull the floor from your feet In the kitchen, one more chair than you need, oh And you're angry, and you should be, it's not fair Just 'cause you can't see it doesn't mean it isn't there If they say Who cares if one more light goes out? In the sky of a million stars It flickers, flickers Who cares when someone's time runs out? If a moment is all we are Or quicker, quicker Who cares if one more light goes out? Well, I do Who cares if one more light goes out? In the sky of a million stars It flickers, flickers Who cares when someone's time runs out? If a moment is all we are Or quicker, quicker Who cares if one more light goes out? Well, I do Well, I do","Should've stayed, were there signs I ignored? Can I help you not to hurt anymore? We saw brilliance when the world was asleep There are things that we can have, but can't keep If they say Who cares if one more light goes out? In the sky of a million stars It flickers, flickers Who cares when someone's time runs out? If a moment is all we are Or quicker, quicker Who cares if one more light goes out? Well, I do The reminders pull the floor from your feet In the kitchen, one more chair than you need, oh And you're angry, and you should be, it's not fair Just 'cause you can't see it doesn't mean it isn't there If they say Who cares if one more light goes out? In the sky of a million stars It flickers, flickers Who cares when someone's time runs out? If a moment is all we are Or quicker, quicker Who cares if one more light goes out? Well, I do Who cares if one more light goes out? In the sky of a million stars It flickers, flickers Who cares when someone's time runs out? If a moment is all we are Or quicker, quicker Who cares if one more light goes out? Well, I do Well, I do",https://www.letras.mus.br/linkin-park/one-more-light/
The Less I Know The Better,Tame Impala,"Someone said they left together I ran out the door to get her She was holding hands with Trevor Not the greatest feeling ever Said: Pull yourself together You should try your luck with Heather Then I heard they slept together Oh, the less I know the better The less I know the better Oh my love, can't you see yourself by my side? No surprise when you're on his shoulder like every night Oh my love, can't you see that you're on my mind? Don't suppose we could convince your lover to change his mind So goodbye She said: It's not now or never Wait ten years, we'll be together I said: Better late than never Just don't make me wait forever Don't make me wait forever Don't make me wait forever Oh my love, can't you see yourself by my side? I don't suppose you could convince your lover to change his mind I was doing fine without you 'Til I saw your face, now I can't erase Giving in to all his bullshit Is this what you want? Is this who you are? I was doing fine without you 'Til I saw your eyes turn away from mine Oh sweet darling, where he wants you Said: Come on Superman, say your stupid line Said: Come on Superman, say your stupid line Said: Come on Superman, say your stupid line","Someone said they left together I ran out the door to get her She was holding hands with Trevor Not the greatest feeling ever Said: Pull yourself together You should try your luck with Heather Then I heard they slept together Oh, the least I know the best The least I know the best Oh my love, can't you see yourself by my side? No surprise when you're on his shoulder like every night Oh my love, can't you see that you're on my mind? Don't suppose we could convince your lover to change his mind So goodbye She said: It's not now or never Wait ten years, we'll be together I said: Better late than never Just don't make me wait forever Don't make me wait forever Don't make me wait forever Oh my love, can't you see yourself by my side? I don't suppose you could convince your lover to change his mind I was doing fine without you 'Til I saw your face, now I can't erase Giving in to all his bullshit Is this what you want? Is this who you are? I was doing fine without you 'Til I saw your eyes turn away from mine Oh sweet darling, where he wants you Said: Come on Superman, say your stupid line Said: Come on Superman, say your stupid line Said: Come on Superman, say your stupid line",https://www.letras.mus.br/tame-impala/the-less-i-know-the-better/
Ode To My Family,The Cranberries,"Do, do-do-do Do, do-do-do Do, do-do-do Do, do-do-do Do, do-do-do Do, do-do-do Do, do-do-do Do, do-do-do Understand the things I say Don't turn away from me 'Cause I spent half my life out there You wouldn't disagree D'you see me, d'you see? Do you like me, do you like me standing there? D'you notice, d'you know? Do you see me, do you see me? Does anyone care? Unhappiness was when I was young And we didn't give a damn 'Cause we were raised To see life as fun and take it if we can My mother, my mother, she'd hold me She'd hold me when I was out there My father, my father, he liked me Oh, he liked me, does anyone care? Understand what I've become It wasn't my design And people everywhere think Something better than I am But I miss you, I miss 'cause I liked it 'Cause I liked it when I was out there D'you know this, d'you know? You did not find me, you did not find Does anyone care? Unhappiness was when I was young And we didn't give a damn 'Cause we were raised To see life as fun and take it if we can My mother, my mother, she'd hold me She'd hold me when I was out there My father, my father, he liked me Oh, he liked me, does anyone care? Does anyone care? Does anyone care? Does anyone care? Does anyone care? Does anyone care? Does anyone care? Does anyone care? Do, do-do-do Do, do-do-do Do, do-do-do Do, do-do-do Do, do-do-do Do, do-do-do Do, do-do-do Do, do-do-do Do, do-do-do Do, do-do-do Do, do-do-do Do, do-do-do","Do, do-do-do Do, do-do-do Do, do-do-do Do, do-do-do Do, do-do-do Do, do-do-do Do, do-do-do Do , do-do-do Understand the things I say Don't turn away from me 'Cause I spent half my life out there You wouldn't disagree D'you see me, d'you see? Do you like me, do you like me standing there? D'you notice, d'you know? Do you see me, do you see me? Does anyone care? Unhappiness was when I was young And we didn't give a damn 'Cause we were raised To see life as fun and take it if we can My mother, my mother, she'd hold me She'd hold me when I was out there My father, my father, he liked me Oh, he liked me, does anyone care? Understand what I've become It wasn't my design And people everywhere think Something better than I am But I miss you, I miss 'cause I liked it 'Cause I liked it when I was out there D'you know this, d 'you know? You didn't find me, you didn't find Does anyone care? Unhappiness was when I was young And we didn't give a damn 'Cause we were raised To see life as fun and take it if we can My mother, my mother, she'd hold me She'd hold me when I was out there My father, my father, he liked me Oh, he liked me, does anyone care? Does anyone care? Does anyone care? Does anyone care? Does anyone care? Does anyone care? Does anyone care? Does anyone care? Do, do-do-do Do, do-do-do Do, do-do-do Do, do-do-do Do, do-do-do Do, do-do-do Do, do-do-do Do , do-do-do Do, do-do-do Do, do-do-do Do, do-do-do Do, do-do-do",https://www.letras.mus.br/the-cranberries/68560/
Vira-Vira,Mamonas Assassinas,"Raios! Fui convidado pra uma tal de suruba Não pude ir, Maria foi no meu lugar Depois de uma semana, ela voltou pra casa Toda arregaçada, não podia nem sentar Quando vi aquilo, fiquei assustado Maria, chorando, começou a me explicar Daí, então, eu fiquei aliviado E dei graças a Deus porque ela foi no meu lugar Roda, roda e vira, solta a roda e vem Me passaram a mão na bunda e ainda não comi ninguém Roda, roda e vira, solta a roda e vem Neste raio de suruba Já me passaram a mão na bunda E ainda não comi ninguém Ô, Manoel, olha acá como eu estou Tu não imaginas como eu estou sofrendo Uma teta minha um negão arrancou E a outra que sobrou está doendo Ô, Maria, vê se larga de frescura Que eu te levo no hospital pela manhã Tu ficaste tão bonita monoteta Mais vale um na mão do que dois no sutiã Roda, roda e vira, solta a roda e vem Me passaram a mão na bunda e ainda não comi ninguém Roda, roda e vira, solta a roda e vem Neste raio de suruba Já me passaram a mão na bunda E ainda não comi ninguém Bate o pé Bate o pé Ô, Maria essa suruba me excita (Arrebita, arrebita, arrebita) Então vá fazer amor com uma cabrita (Arrebita, arrebita, arrebita) Mas, Maria, isso é bom que te exercita (Bate o pé, arrebita, arrebita) Manoel, tu na cabeça tem titica Larga de putaria e vem cuidar da padaria Roda, roda e vira, solta a roda e vem Me passaram a mão na bunda e ainda não comi ninguém Roda, roda e vira, solta a roda e vem Neste raio de suruba Já me passaram a mão na bunda E ainda não comi ninguém Vamos lá, todo mundo dançando, raios Todo mundo comigo Uou, uou, uou, a Maria se deu mal, vamo lá Ai, como dói","Rays! I was invited to some sort of ordeal I couldn't go, Maria went in my place After a week, she came home All rolled up, she couldn't even sit down When I saw that, I was scared Maria, crying, started to explain to me Then, then, I was relieved And I thanked God because she went in my place Wheel, wheel and turn, let go of the wheel and come They put their hand on my ass and I still haven't fucked anyone Wheel, turn and turn, let go of the wheel and come In this radius of orgy They've already put their hand on my ass And I haven't fucked anyone yet Hey, Manoel, look how I'm doing You can't imagine how I'm suffering One of my tits a black guy ripped off And the other one that's left is hurting Hey, Maria, let's get rid of it freshness That I'll take you to the hospital in the morning You look so pretty single One is worth one in your hand than two in your bra Wheel, wheel and turn, let go of the wheel and come They put their hand on my ass and I still haven't fucked anyone Wheel, wheel and Turn around, let go of the wheel and come In this kind of ordeal They've already had their hand on my ass And I haven't fucked anyone yet Stamp your foot Stamp your foot Hey, Maria, this orgy excites me (Arrebita, arrebita, arrebita) So go make love to a goat (Arrebita, arrebita, arrebita) But, Maria, it's good to exercise you (Stomp your foot, arrebita, arrebita) Manoel, you've got shit in your head Quit bitching and come take care of the bakery Wheel, wheel and turn, let go of the wheel And come on, they've got a hand on my ass and I haven't fucked anyone yet. Wheel, wheel and turn, let go of the wheel and come. with me Whoa, whoa, whoa, Maria got hurt, come on Oh, how it hurts",https://www.letras.mus.br/mamonas-assassinas/24141/
Still Into You,Paramore,"Can't count the years on one hand that we've been together I need the other one to hold you Make you feel Make you feel better It's not a walk in the park to love each other But when our fingers interlock Can't deny Can't deny you're worth it 'Cause after all this time I'm still into you I should be over all the butterflies But I'm into you (I'm into you) And, baby, even on our worst nights I'm into you (I'm into you) Let 'em wonder how we got this far 'Cause I don't really need to wonder at all Yeah, after all this time I'm still into you Recount the night that I first met your mother And on the drive back to my house I told you that I told you that I loved ya You felt the weight of the world Fall off your shoulder And to your favorite song We sang along to the start of forever And after all this time I'm still into you I should be over all the butterflies But I'm into you (I'm into you) And, baby, even on our worst nights I'm into you (I'm into you) Let 'em wonder how we got this far 'Cause I don't really need to wonder at all Yeah, after all this time I'm still into you Well, some things just Some things just make sense And one of those is you and I (hey) Some things just Some things just make sense And even after all this time (hey) I'm into you Baby, not a day goes by that I'm not into you I should be over all the butterflies But I'm into you (I'm into you) And, baby, even on our worst nights I'm into you (I'm into you) Let 'em wonder how we got this far 'Cause I don't really need to wonder at all Yeah, after all this time I'm still into you I'm still into you I'm still into you","Can't count the years on one hand that we've been together I need the other one to hold you Make you feel Make you feel better It's not a walk in the park to love each other But when our fingers interlock Can't deny Can't deny you're worth it 'Cause after all this time I'm still into you I should be over all the butterflies But I'm into you (I'm into you) And, baby, even on our worst nights I'm into you (I'm into you) Let 'em wonder how we got this far 'Cause I don't really need to wonder at all Yeah, after all this time I'm still into you Recount the night that I first met your mother And on the drive back to my house I told you that I told you that I loved you You felt the weight of the world Fall off your shoulder And to your favorite song We sang along to the beginning of forever And after all this time I'm still into you I should be over all the butterflies But I'm into you (I'm into you) And, baby, even on our worst nights I'm into you (I'm into you) Let 'em wonder how we got this far 'Cause I don't really need to wonder at all Yeah, after all this time I'm still into you Well, some things just Some things just make sense And one of those is you and I (hey) Some things just Some things just make sense And even after all this time (hey) I'm into you Baby, not a day goes by that I'm not into you I should be over all the butterflies But I'm into you (I'm into you) And, baby, even on our worst nights I'm into you (I'm into you) Let 'em wonder how we got this far 'Cause I don't really need to wonder at all Yeah, after all this time I'm still into you I'm still into you I'm still into you",https://www.letras.mus.br/paramore/still-into-you/
Rein Raus,Rammstein,Ich bin der Reiter du bist das Ross ich steige auf wir reiten los du stöhnst ich sag dir vor ein Elefant im Nadelöhr Rein Raus Ich bin der Reiter du bist das Ross ich hab den Schlüssel du hast das Schloß die Tür geht auf ich trete ein das Leben kann so prachtvoll sein Rein Raus Tiefer tiefer sag es sag es laut tiefer tiefer ich fühl mich wohl in deiner Haut und tausend Elefanten brechen aus Der Ritt war kurz es tut mir leid ich steige ab hab keine Zeit muss jetzt zu den anderen Pferden wollen auch geritten werden Rein Raus Rein (tiefer) Raus (tiefer),Ich bin der Reiter du bist das Ross ich steige auf wir reiten los du stöhnst ich sag dir vor ein Elefant im Nadelöhr Rein Raus Ich bin der Reiter du bist das Ross ich hab den Schlüssel du hast das Schloß die Tür geht auf ich trete ein das Leben kann so prachtvoll sein Rein Raus Tiefer tiefer sag es sag es laut tiefer tiefer ich fühl mich wohl in deiner Haut und tausend Elefanten brechen aus Der Ritt war kurz es tut mir leid ich steige ab hab keine Zeit muss jetzt zu den anderen Pferden wollen auch geritten werden Rein Raus Rein (tiefer) Raus (tiefer),https://www.letras.mus.br/rammstein/32308/
Soldier Of Love,Pearl Jam,"Lay down your arms and surrender to me Oh, lay down your arms and love me peacefully, yeah Use your arms for squeezin' and pleasing The one who loves you so Oh, there ain't no reason for you to declare War on the one who loves you so So forget the other boys, 'cause my love is real Come off your battlefield Lay down your arms and surrender to me, yeah Lay down your arms and love me peacefully, yeah Use your arms for squeezin' and pleasing That's the way it's gotta be The weapons you're using are hurting me bad But someday you're going to retreat 'Cause my love, baby, is the truest you've ever had I'm a soldier of love, that's hard to beat Lay down your arms and surrender to me Lay down your arms and love me peacefully, yeah Use your arms to hold me tight Baby, I don't wanna fight no more Use your arms to hold me tight Baby, I don't wanna fight no more Baby, lay down your arms Oh, baby, lay down your arms Oh, baby, lay down your arms Baby, lay down your arms Baby, lay down your arms Baby, lay down your arms Baby, lay down your arms Please, baby, lay down your arms","Lay down your arms and surrender to me Oh, lay down your arms and love me peacefully, yeah Use your arms for squeezin' and pleasing The one who loves you so Oh, there ain't no reason for you to declare War on the one who loves you so So forget the other boys, 'cause my love is real Come off your battlefield Lay down your arms and surrender to me, yeah Lay down your arms and love me peacefully, yeah Use your arms for squeezin' and pleasing That's the way it's gotta be The weapons you're using are hurting me bad But someday you're going to retreat 'Cause my love, baby, is the truest you've ever had I'm a soldier of love, that's hard to beat Lay down your arms and surrender to me Lay down your arms and love me peacefully, yeah Use your arms to hold me tight Baby, I don't wanna fight no more Use your arms to hold me tight Baby, I don't wanna fight no more Baby, lay down your arms Oh, baby, lay down your arms Oh, baby, lay down your arms Baby, lay down your arms Baby, lay down your arms Baby, lay down your arms Baby, lay down your arms Please, baby , lay down your arms",https://www.letras.mus.br/pearl-jam/30368/
B.Y.O.B.,System Of A Down,"You! Why do they always send the poor? Barbarisms by Barbaras With pointed heels Victorious victories kneel For brand new spanking deals Marching forward, hypocritic and hypnotic computers You depend on our protection, yet you feed us lies from the tablecloth La-la-la-la-la-la-la-la-la-la, ooh-ooh Everybody's going to the party, have a real good time Dancing in the desert, blowing up the sunshine Kneeling roses disappearing into Moses's dry mouth Breaking into Fort Knox, stealing our intentions Hangars sitting dripped in oil, crying: Freedom Handed to obsoletion, still, you feed us lies from the tablecloth La-la-la-la-la-la-la-la-la-la, ooh-ooh Everybody's going to the party, have a real good time Dancing in the desert, blowing up the sunshine Everybody's going to the party, have a real good time Dancing in the desert, blowing up the sunshine Blast off It's party time And we don't live in a fascist nation Blast off It's party time And where the fuck are you? Where the fuck are you? Where the fuck are you? Why don't presidents fight the war? Why do they always send the poor? Why don't presidents fight the war? Why do they always send the poor? Why do they always send the poor? Why do they always send the poor? Why they always send the poor? Kneeling roses disappearing into Moses's dry mouth Breaking into Fort Knox, stealing our intentions Hangars sitting dripped in oil, crying: Freedom Handed to obsoletion, still, you feed us lies from the tablecloth La-la-la-la-la-la-la-la-la-la, ooh-ooh Everybody's going to the party, have a real good time Dancing in the desert, blowing up the sunshine Everybody's going to the party, have a real good time Dancing in the desert, blowing up the Sun Where the fuck are you? Where the fuck are you? Why don't presidents fight the war? Why do they always send the poor? Why don't presidents fight the war? Why do they always send the poor? Why do they always send the poor? Why do they always send the poor? Why do they always send the poor? Why do they always send the poor? Why do they always send the poor? They always send the poor They always send the poor","You! Why do they always send the poor? Barbarisms by Barbaras With pointed heels Victorious victories kneel For brand new spanking deals Marching forward, hypocritical and hypnotic computers You depend on our protection, yet you feed us lies from the tablecloth La-la-la-la-la-la-la-la -la-la, ooh-ooh Everybody's going to the party, having a real good time Dancing in the desert, blowing up the sunshine Kneeling roses disappearing into Moses's dry mouth Breaking into Fort Knox, stealing our intentions Hangars sitting dripped in oil, crying : Freedom Handed to obsolescence, still, you feed us lies from the tablecloth La-la-la-la-la-la-la-la-la-la, ooh-ooh Everybody's going to the party, have a real good time Dancing in the desert, blowing up the sunshine Everybody's going to the party, have a real good time Dancing in the desert, blowing up the sunshine Blast off It's party time And we don't live in a fascist nation Blast off It's party time And where the fuck are you? Where the fuck are you? Where the fuck are you? Why don't presidents fight the war? Why do they always send the poor? Why don't presidents fight the war? Why do they always send the poor? Why do they always send the poor? Why do they always send the poor? Why do they always send the poor? Kneeling roses disappearing into Moses's dry mouth Breaking into Fort Knox, stealing our intentions Hangars sitting dripped in oil, crying: Freedom Handed to obsolescence, still, you feed us lies from the tablecloth La-la-la-la-la-la-la -la-la-la, ooh-ooh Everybody's going to the party, have a real good time Dancing in the desert, blowing up the sun Everybody's going to the party, have a real good time Dancing in the desert, blowing up the Sun Where the fuck are you? Where the fuck are you? Why don't presidents fight the war? Why do they always send the poor? Why don't presidents fight the war? Why do they always send the poor? Why do they always send the poor? Why do they always send the poor? Why do they always send the poor? Why do they always send the poor? Why do they always send the poor? They always send the poor They always send the poor",https://www.letras.mus.br/system-of-a-down/131273/
Natural,Imagine Dragons,"Will you hold the line When every one of them has given up or given in? Tell me In this house of mine Nothing ever comes without a consequence or cost, tell me Will the stars align? Will heaven step in? Will it save us from our sin? Will it? 'Cause this house of mine stands strong That's the price you pay Leave behind your heart and cast away Just another product of today Rather be the hunter than the prey And you're standing on the edge, face up 'Cause you're a natural A beating heart of stone You gotta be so cold To make it in this world Yeah, you're a natural Living your life cutthroat You gotta be so cold Yeah, you're a natural Will somebody Let me see the light within the dark trees shadowing? What's happening? Looking through the glass, find the wrong within the past, knowing Oh, we are the youth Cut until it bleeds inside a world without the peace, face it A bit of the truth, the truth That's the price you pay Leave behind your heart and cast away Just another product of today Rather be the hunter than the prey And you're standing on the edge, face up 'Cause you're a natural A beating heart of stone You gotta be so cold To make it in this world Yeah, you're a natural Living your life cutthroat You gotta be so cold Yeah, you're a natural Deep inside me, I'm fading to black, I'm fading Took an oath by the blood of my hand, won't break it I can taste it, the end is upon us, I swear Gonna make it I'm gonna make it Natural A beating heart of stone You gotta be so cold To make it in this world Yeah, you're a natural Living your life cutthroat You gotta be so cold Yeah, you're a natural Natural Yeah, you're a natural","Will you hold the line When each of them has given up or given in? Tell me In this house of mine Nothing ever comes without a consequence or cost, tell me Will the stars align? Will heaven step in? Will it save us from our sin? Will it? 'Cause this house of mine stands strong That's the price you pay Leave behind your heart and cast away Just another product of today Rather be the hunter than the prey And you're standing on the edge, face up 'Cause you're a natural A beating heart of stone You gotta be so cold To make it in this world Yeah, you're a natural Living your life cutthroat You gotta be so cold Yeah, you're a natural Will somebody Let me see the light within the dark trees shadowing? What's happening? Looking through the glass, finding the wrong within the past, knowing Oh, we are the youth Cut until it bleeds inside a world without the peace, face it A bit of the truth, the truth That's the price you pay Leave behind your heart and cast away Just another product of today Rather be the hunter than the prey And you're standing on the edge, face up 'Cause you're a natural A beating heart of stone You gotta be so cold To make it in this world Yeah, you're a natural Living your life cutthroat You gotta be so cold Yeah, you're a natural Deep inside me, I'm fading to black, I'm fading Took an oath by the blood of my hand, won't break it I can taste it, the end is upon us, I swear Gonna make it I'm gonna make it Natural A beating heart of stone You gotta be so cold To make it in this world Yeah, you're a natural Living your life cutthroat You gotta be so cold Yeah, you're a natural Natural Yeah, you're a natural",https://www.letras.mus.br/imagine-dragons/natural/
Please Forgive Me,Bryan Adams,"It still feels like our first night together It feels like the first kiss And it's getting better, baby No one can better this Still holding on, you're still the one The first time our eyes met It's the same feeling I get Only feels much stronger I wanna love you longer Do you still turn the fire on? So, if you're feeling lonely, don't You're the only one I'll ever want I only wanna make it good So, if I love you a little more than I should Please, forgive me, I don't know what I do Please, forgive me, I can't stop loving you Don't deny me, this pain I'm going through Please, forgive me if I need you like I do Please, believe me, every word I say is true Please, forgive me, I can't stop loving you Still feels like our best times together Feels like the first touch We're still getting closer, baby Can't get close enough Still holding on, you're still number one I remember the smell of your skin I remember everything I remember all your moves I remember you, yeah I remember the nights You know I still do So, if you're feeling lonely, don't You're the only one I'll ever want I only wanna make it good So, if I love you a little more than I should Please, forgive me, I don't know what I do Please, forgive me, I can't stop loving you Don't deny me, this pain I'm going through Please, forgive me if I need you like I do Oh, believe me, every word I say is true Please, forgive me, I can't stop loving you The one thing I'm sure of is the way we make love The one thing I depend on is for us to stay strong With every word and every breath, I'm praying That's why I'm saying Please, forgive me, I don't know what I do Please, forgive me, I can't stop loving you Don't deny me, this pain I'm going through Please, forgive me if I need you like I do Baby, believe me, every word I say is true Please, forgive me, I can't stop loving you Now, believe me, I don't know what I do Please, forgive me, I can't stop loving you Yeah, I can't stop loving you","It still feels like our first night together It feels like the first kiss And it's getting better, baby No one can better this Still holding on, you're still the one The first time our eyes met It's the same feeling I get Only feels much stronger I wanna love you longer Do you still turn the fire on? So, if you're feeling lonely, don't You're the only one I'll ever want I only wanna make it good So, if I love you a little more than I should Please, forgive me, I don't know what I do Please, forgive me, I can't stop loving you Don't deny me, this pain I'm going through Please, forgive me if I need you like I do Please, believe me, every word I say is true Please, forgive me, I can't stop loving you Still feels like our best times together Feels like the first touch We're still getting closer, baby Can't get close enough Still holding on, you're still number one I remember the smell of your skin I remember everything I remember all your moves I remember you, yeah I remember the nights You know I still do So, if you're feeling lonely, don't You're the only one I'll ever want I only wanna make it good So, if I love you a little more than I should Please, forgive me, I don't know what I do Please, forgive me, I can't stop loving you Don't deny me, this pain I'm going through Please, forgive me if I need you like I do Oh, believe me, every word I say is true Please, forgive me, I can't stop loving you The one thing I'm sure of is the way we make love The one thing I depend on is for us to stay strong With every word and every breath, I'm praying That's why I'm saying Please, forgive me, I don't know what I do Please, forgive me, I can't stop loving you Don't deny me, this pain I'm going through Please, forgive me if I need you like I do Baby, believe me, every word I say is true Please, forgive me, I can't stop loving you Now, believe me, I don't know what I do Please, forgive me, I can't stop loving you Yeah, I can't stop loving you",https://www.letras.mus.br/bryan-adams/782/
Bigmouth Strikes Again,The Smiths,"Sweetness Sweetness, I was only joking when I said: I'd like to Smash every tooth in your head Oh, sweetness Sweetness, I was only joking when I said: By rights, you Should be bludgeoned in your bed And now I know how Joan of Arc felt Now I know how Joan of Arc felt As the flames rose to her roman nose and her Walkman started to melt Bigmouth, la-da-da-da-da Bigmouth, la-da-da-da Bigmouth strikes again And I've got no right to take my place with the human race (oh) Bigmouth, la-da-da-da-da Bigmouth, la-da-da-da Bigmouth strikes again And I've got no right to take my place with the human race And now I know how Joan of Arc felt Now I know how Joan of Arc felt As the flames rose to her roman nose and her hearing aid started to melt Bigmouth, la-da-da-da-da Bigmouth, la-da-da-da Bigmouth strikes again And I've got no right to take my place with the human race (oh) Bigmouth, oh-ho-ho, ha-ha Bigmouth, la-da-da-da Bigmouth strikes again And I've got no right to take my place with the human race (oh) Bigmouth, oh-ho-ho, ha ha Bigmouth, la-da-da-da Bigmouth strikes again And I've got no right to take my place with the human race (oh) Bigmouth, la-da-da-da-da Bigmouth, la-da-da-da Bigmouth strikes again And I've got no right to take my place with the human race (oh)","Sweetness Sweetness, I was only joking when I said: I'd like to Smash every tooth in your head Oh, sweetness Sweetness, I was only joking when I said: By rights, you Should be bludgeoned in your bed And now I know how Joan of Arc felt Now I know how Joan of Arc felt As the flames rose to her roman nose and her Walkman started to melt Bigmouth, la-da-da-da-da Bigmouth, la-da-da-da Bigmouth strikes again And I've got no right to take my place with the human race (oh) Bigmouth, la-da-da-da-da Bigmouth, la-da-da-da Bigmouth strikes again And I've got no right to take my place with the human race And now I know how Joan of Arc felt Now I know how Joan of Arc felt As the flames rose to her roman nose and her hearing aid started to melt Bigmouth, la-da-da-da-da Bigmouth, la-da-da-da Bigmouth strikes again And I've got no right to take my place with the human race (oh) Bigmouth, oh-ho-ho, ha-ha Bigmouth, la-da-da-da Bigmouth strikes again And I've got no right to take my place with the human race (oh) Bigmouth, oh-ho-ho, ha ha Bigmouth, la-da-da-da Bigmouth strikes again And I've got no right to take my place with the human race (oh) Bigmouth, la-da-da-da-da Bigmouth, la-da-da-da Bigmouth strikes again And I've got no right to take my place with the human race (oh)",https://www.letras.mus.br/the-smiths/69048/
Apenas Mais Uma de Amor,Lulu Santos,"Eu gosto tanto de você Que até prefiro esconder Deixo assim, ficar subentendido Como uma ideia que existe na cabeça E não tem a menor obrigação de acontecer Eu acho tão bonito isso De ser abstrato, baby A beleza é mesmo tão fugaz É uma ideia que existe na cabeça E não tem a menor pretensão de acontecer Pode até parecer fraqueza Pois que seja fraqueza então A alegria que me dá Isso vai sem eu dizer Se amanhã não for nada disso Caberá só a mim esquecer O que eu ganho, o que eu perco Ninguém precisa saber Eu gosto tanto de você Que até prefiro esconder Deixo assim, ficar subentendido Como uma ideia que existe na cabeça E não tem a menor pretensão de acontecer Pode até parecer fraqueza Pois que seja fraqueza então A alegria que me dá Isso vai sem eu dizer Se amanhã não for nada disso Caberá só a mim esquecer E eu vou sobreviver O que eu ganho, o que eu perco Ninguém precisa saber","I like you so much That I even prefer to hide it I let it be understood Like an idea that exists in the head And has no obligation to happen I think this is so beautiful To be abstract, baby Beauty really is so fleeting It's an idea that exists in my head And it doesn't have the slightest intention of happening It may even seem like weakness Because it is weakness then The joy it gives me This goes without me saying If tomorrow is nothing like that It's just up to me to forget What I gain, what I lose No one you need to know I like you so much That I even prefer to hide it I leave it like this, it remains implied Like an idea that exists in the head And has no intention of happening It may even seem like weakness Because it is weakness then The joy that it gives me This goes without me saying If tomorrow is nothing like that It's just up to me to forget And I'll survive What I gain, what I lose No one needs to know",https://www.letras.mus.br/lulu-santos/35064/
